카아, 87, 183
가나, 45, 188
타사, 49, 177
하나, 47, 182
아마, 40, 142
사카, 58, 168
하가, 74, 169
아차, 95, 196
바카, 55, 188
라가, 87, 188
마아, 96, 169
사나, 74, 175
파라, 44, 165
사사, 80, 171
라마, 95, 150
차아, 87, 152
사다, 77, 192
사자, 66, 198
하라, 89, 187
마아, 60, 152
라라, 69, 186
카파, 74, 195
카아, 82, 165
차다, 67, 171
마마, 87, 198
마차, 78, 160
나파, 56, 185
바바, 88, 196
카가, 80, 187
라자, 58, 192
마마, 73, 158
가마, 43, 145
하가, 59, 170
아타, 66, 168
라자, 55, 168
다아, 49, 163
아라, 73, 187
가나, 92, 149
하사, 49, 143
타가, 48, 178
마하, 93, 175
타타, 74, 149
마타, 46, 196
아라, 88, 157
가바, 40, 192
다자, 73, 182
나자, 88, 180
타카, 57, 185
파바, 71, 192
라바, 94, 146
사라, 69, 198
카바, 70, 167
마자, 52, 159
차아, 45, 160
하사, 79, 155
라자, 98, 167
가다, 42, 190
카바, 97, 152
아바, 92, 177
아라, 44, 186
사아, 86, 182
차카, 80, 171
라하, 80, 150
라바, 59, 196
가차, 55, 164
파아, 84, 193
자사, 58, 196
사바, 84, 181
가파, 79, 177
카아, 68, 161
자자, 72, 187
마다, 45, 165
다라, 65, 177
카마, 64, 182
파카, 99, 165
하사, 85, 188
다사, 86, 169
바바, 83, 188
하마, 94, 168
마하, 49, 165
카나, 72, 163
사타, 45, 164
마마, 66, 175
다다, 70, 176
마카, 72, 189
타나, 86, 196
자사, 55, 185
타하, 64, 141
나사, 51, 163
다다, 83, 192
바파, 53, 156
가다, 44, 191
아자, 80, 187
차나, 64, 165
마라, 91, 146
마마, 43, 199
차아, 51, 168
다라, 94, 164
차마, 49, 148
아차, 59, 149
사타, 86, 150
사라, 48, 188
차하, 79, 159
카파, 87, 192
아다, 95, 150
자다, 43, 197
나하, 43, 164
바아, 68, 192
마다, 77, 182
타가, 69, 192
카파, 40, 145
타바, 83, 161
다사, 61, 198
카나, 90, 164
마마, 51, 176
가아, 54, 170
가하, 94, 156
하다, 81, 167
아사, 69, 150
파하, 78, 180
카마, 77, 183
마마, 42, 179
카라, 52, 195
바라, 57, 176
차사, 84, 186
바아, 81, 174
타다, 69, 177
아사, 62, 166
사아, 83, 151
나타, 73, 158
자나, 82, 197
라나, 82, 172
가파, 65, 150
타아, 92, 143
가파, 96, 188
사카, 64, 144
차차, 51, 179
아가, 79, 141
아라, 97, 160
나차, 74, 184
나아, 59, 150
가차, 83, 192
자마, 61, 195
마타, 72, 188
자사, 73, 146
차나, 78, 197
라카, 75, 141
자아, 82, 166
파하, 42, 170
카파, 86, 156
타가, 57, 173
하사, 61, 189
타자, 54, 194
카차, 92, 153
하다, 68, 160
라타, 44, 167
마라, 54, 141
다라, 56, 173
하사, 96, 160
카파, 49, 146
타아, 61, 140
파타, 78, 164
다라, 58, 197
아차, 70, 150
차카, 93, 150
다나, 56, 180
하파, 45, 195
가사, 93, 179
타바, 57, 180
하하, 96, 166
아바, 63, 161
라가, 57, 149
바사, 50, 197
라차, 56, 176
타라, 68, 178
라카, 57, 151
카마, 60, 197
파나, 97, 158
카파, 61, 198
나바, 44, 147
카가, 46, 157
마라, 55, 166
사사, 98, 167
카차, 82, 150
차카, 71, 161
아사, 96, 171
카카, 53, 187
사아, 64, 196
차사, 93, 191
마카, 60, 181
가타, 43, 143
마바, 41, 157
나사, 46, 180
타사, 60, 145
아나, 88, 197
차사, 88, 185
마타, 89, 189
바아, 91, 141
차사, 91, 147
카라, 98, 199
라차, 77, 199
마다, 72, 140
타사, 87, 178
다라, 66, 180
카가, 76, 168
바아, 47, 179
차아, 63, 149
차가, 87, 167
자가, 50, 178
파카, 41, 152
사다, 54, 194
가아, 62, 167
타나, 99, 179
나자, 53, 190
가타, 52, 188
타다, 47, 140
마바, 91, 143
다카, 82, 143
자나, 66, 172
다타, 77, 179
가바, 56, 163
사다, 61, 174
차카, 79, 179
파가, 48, 168
사하, 61, 150
나아, 69, 194
타아, 56, 169
바하, 69, 161
가가, 61, 164
바자, 86, 195
아하, 94, 167
차바, 63, 173
차카, 90, 194
나카, 89, 148
마카, 88, 163
마타, 53, 164
마하, 49, 194
마카, 75, 180
하파, 60, 198
사마, 50, 169
카하, 86, 156
하파, 63, 184
자사, 93, 145
바하, 71, 190
차가, 71, 151
차타, 72, 194
바가, 65, 173
아사, 87, 156
사사, 54, 187
나하, 59, 159
마가, 47, 194
사가, 95, 187
차카, 97, 190
자나, 86, 164
아자, 41, 149
아사, 45, 168
나아, 84, 161
파나, 49, 199
라라, 46, 192
타카, 76, 174
마카, 69, 147
차나, 77, 145
파다, 62, 152
나파, 67, 180
다나, 81, 194
사마, 53, 158
다다, 75, 169
자가, 68, 162
하마, 48, 150
하사, 89, 198
나마, 50, 179
사아, 65, 140
바사, 89, 175
다나, 88, 154
나카, 72, 153
바가, 67, 159
나아, 87, 164
가나, 86, 160
카파, 82, 153
마바, 99, 140
라나, 48, 152
카차, 59, 145
라마, 75, 161
다사, 95, 174
라마, 73, 199
하아, 58, 195
가파, 42, 149
나파, 55, 140
가라, 62, 164
파차, 64, 140
자아, 87, 160
바가, 77, 154
아카, 62, 177
카아, 98, 152
가타, 74, 167
아차, 79, 170
카바, 56, 182
바타, 94, 168
바나, 97, 189
라타, 68, 167
파아, 56, 145
바아, 99, 177
타타, 64, 187
자사, 46, 140
카가, 47, 168
차하, 81, 144
다카, 41, 188
아마, 40, 154
차바, 67, 178
나바, 88, 192
사카, 76, 147
라가, 49, 198
하아, 65, 195
사사, 52, 173
아다, 43, 156
타자, 68, 144
라차, 68, 160
마아, 76, 146
차카, 50, 186
바바, 54, 179
다아, 88, 175
마바, 67, 145
자타, 46, 158
카파, 95, 173
하파, 48, 152
타카, 69, 156
자파, 59, 197
라사, 89, 145
차가, 50, 150
자자, 94, 150
다카, 50, 141
가바, 55, 186
라타, 64, 173
자아, 92, 190
파카, 89, 153
카차, 76, 148
사가, 76, 163
다사, 95, 165
파타, 84, 158
자라, 56, 171
마타, 85, 177
라아, 49, 174
라사, 90, 188
가마, 49, 192
타파, 80, 161
바가, 73, 143
파파, 75, 177
사하, 92, 168
가아, 75, 144
파다, 60, 198
라마, 91, 147
다마, 79, 168
하라, 47, 154
카다, 74, 159
바다, 61, 195
바카, 78, 150
카하, 46, 158
타카, 54, 187
카카, 96, 187
아타, 47, 151
가파, 86, 195
바바, 76, 184
라바, 70, 150
카나, 49, 180
사파, 96, 153
마사, 42, 167
마나, 69, 158
자가, 66, 179
타라, 91, 167
라하, 71, 162
차마, 85, 197
나카, 92, 148
자마, 71, 156
차바, 68, 189
마타, 76, 146
자자, 55, 147
마카, 87, 169
차하, 40, 149
차카, 49, 180
가자, 71, 159
파나, 74, 156
사차, 50, 176
하차, 78, 164
하가, 49, 195
차가, 47, 147
마아, 61, 140
다아, 67, 140
가사, 66, 151
사사, 57, 187
하라, 94, 196
가카, 42, 169
파카, 72, 159
나파, 80, 160
아아, 56, 173
자가, 57, 177
가가, 68, 176
마마, 95, 142
차파, 96, 159
하라, 55, 188
카하, 62, 160
아자, 78, 171
하아, 40, 148
하라, 50, 153
하바, 81, 195
차파, 57, 165
차라, 65, 180
사나, 61, 152
사파, 82, 191
아라, 59, 188
가마, 92, 181
자차, 83, 144
아파, 71, 163
아라, 73, 176
라라, 75, 182
마사, 76, 186
나자, 57, 184
하차, 54, 182
라차, 97, 173
나가, 75, 164
바하, 58, 149
다파, 65, 159
타차, 99, 198
마타, 89, 199
가하, 49, 141
마아, 85, 152
자나, 62, 168
사다, 83, 184
마사, 41, 149
나아, 47, 198
하차, 95, 149
자파, 50, 177
하아, 55, 179
파차, 99, 194
나가, 56, 171
아파, 97, 179
카타, 81, 189
사바, 66, 144
사나, 69, 173
파차, 98, 152
사바, 79, 180
타하, 95, 196
아자, 64, 198
마바, 84, 185
다카, 61, 150
카나, 68, 157
바차, 97, 145
다마, 45, 168
사카, 78, 171
사마, 66, 174
카타, 91, 167
다다, 67, 159
다차, 58, 165
자파, 55, 145
사라, 64, 177
나사, 49, 191
라차, 76, 194
타아, 55, 166
하하, 57, 184
다카, 84, 183
가파, 62, 159
다라, 44, 144
바나, 77, 172
나나, 76, 152
카하, 76, 177
자파, 81, 166
라다, 96, 195
카카, 55, 167
하차, 73, 189
바카, 86, 167
파가, 61, 142
아다, 91, 194
파차, 95, 187
아하, 58, 168
마타, 75, 169
나아, 88, 174
다가, 68, 183
차타, 83, 154
가다, 59, 170
카카, 74, 186
마가, 95, 190
차다, 71, 181
아바, 89, 182
가아, 82, 162
라나, 49, 147
파사, 73, 157
타가, 45, 191
사차, 41, 189
마바, 61, 189
아마, 89, 193
카마, 53, 161
가아, 48, 177
파차, 76, 196
타자, 83, 147
카라, 95, 176
아바, 73, 167
마자, 58, 150
하다, 97, 149
파마, 83, 159
차가, 66, 151
바카, 40, 152
하가, 89, 157
라나, 76, 156
바가, 45, 184
가바, 64, 151
하나, 47, 161
파사, 51, 153
타아, 67, 143
사라, 45, 167
자마, 94, 153
아타, 47, 142
자나, 57, 166
타가, 77, 195
아가, 62, 146
나가, 54, 155
차바, 71, 182
나아, 84, 151
사바, 76, 158
바바, 89, 170
차마, 86, 188
다파, 91, 173
하마, 59, 154
라라, 66, 191
카마, 58, 162
바자, 83, 172
하자, 58, 174
자사, 62, 187
마하, 64, 180
바바, 87, 148
하타, 49, 155
라사, 75, 179
하카, 59, 169
아타, 94, 159
마카, 43, 146
마카, 80, 160
사나, 99, 181
가마, 72, 199
나타, 73, 141
파아, 50, 162
하다, 41, 155
하사, 95, 153
자카, 42, 186
가다, 40, 154
차차, 87, 188
라다, 93, 190
파가, 78, 171
카가, 43, 161
아마, 95, 174
라라, 50, 161
다카, 50, 173
자아, 84, 155
자가, 47, 140
라하, 46, 146
카자, 49, 144
바타, 77, 188
카카, 90, 199
마카, 99, 175
타가, 45, 174
마사, 61, 155
하차, 90, 166
다마, 67, 182
사자, 57, 187
카자, 48, 153
아하, 72, 144
마라, 64, 194
나다, 98, 179
카다, 98, 156
아다, 74, 174
사나, 41, 153
라하, 61, 140
자마, 71, 142
파다, 83, 160
파카, 69, 189
사타, 73, 141
차나, 47, 151
하카, 95, 155
카자, 46, 157
나카, 98, 152
아파, 53, 182
사차, 51, 167
가자, 73, 195
사자, 87, 169
차차, 83, 151
가가, 88, 199
자나, 98, 143
가다, 82, 161
자사, 82, 174
바카, 53, 158
자다, 47, 182
파파, 52, 157
마나, 64, 148
사차, 53, 171
마라, 99, 179
다사, 43, 174
파카, 86, 170
파자, 40, 180
타사, 43, 149
바다, 74, 140
파사, 50, 142
사나, 55, 178
자나, 41, 176
사바, 42, 163
마하, 43, 183
다하, 96, 154
다마, 95, 190
파카, 65, 150
아타, 58, 167
아타, 41, 169
사차, 86, 198
아바, 83, 182
사아, 66, 150
나차, 76, 196
다차, 57, 152
마바, 74, 184
마타, 97, 154
타파, 88, 168
라나, 55, 141
나나, 81, 149
다아, 88, 173
바차, 98, 164
카가, 78, 170
자사, 96, 183
자바, 40, 177
파아, 73, 164
가가, 68, 182
나타, 40, 199
카파, 68, 145
사라, 45, 174
타바, 93, 170
타카, 66, 151
파자, 59, 149
사아, 68, 144
가차, 79, 149
다다, 43, 194
라마, 93, 143
가하, 68, 163
마아, 77, 147
하차, 72, 169
차자, 80, 145
타카, 98, 174
바아, 94, 189
라사, 94, 154
파하, 46, 154
파카, 62, 146
아파, 55, 140
바타, 64, 185
나가, 50, 171
마마, 71, 184
카나, 43, 162
카차, 53, 191
나다, 97, 184
다다, 61, 190
가가, 92, 146
다하, 46, 172
사사, 48, 158
나나, 87, 149
나하, 50, 141
아마, 74, 154
파바, 54, 155
타바, 50, 151
카하, 57, 141
가차, 63, 189
자다, 48, 158
타가, 71, 176
파바, 97, 155
카마, 99, 148
자자, 95, 158
라타, 68, 184
타마, 48, 198
라차, 63, 160
카바, 73, 186
가사, 59, 147
다자, 89, 150
다나, 42, 145
파파, 40, 196
타나, 75, 152
자카, 65, 157
사아, 48, 189
바자, 65, 179
아라, 93, 169
파가, 87, 156
하바, 56, 179
카카, 82, 186
마아, 58, 182
사타, 44, 172
자가, 52, 155
가하, 93, 178
라바, 40, 165
타파, 68, 168
하파, 74, 195
하하, 66, 166
바차, 72, 158
하카, 45, 194
아다, 84, 149
하파, 61, 185
사가, 99, 149
바타, 78, 149
가하, 46, 162
가자, 97, 165
하자, 96, 140
타나, 91, 199
자아, 95, 194
카가, 61, 156
타하, 91, 144
마파, 59, 188
자아, 80, 195
바타, 85, 184
카가, 78, 167
타가, 84, 170
카다, 54, 195
자사, 82, 155
하나, 66, 186
카바, 71, 161
파타, 88, 160
아나, 61, 176
아자, 74, 149
사사, 58, 148
사사, 58, 178
마차, 65, 174
하자, 40, 186
하바, 86, 176
아아, 43, 147
아사, 71, 152
바가, 42, 189
가파, 51, 167
타카, 93, 182
타차, 81, 175
가타, 73, 162
바나, 76, 154
마바, 50, 145
